day,Susceptible,InfectiousX,InfectiousY,InfectiousXY,StayAtHomeX,StayAtHomeY,StayAtHomeXY,StayInHospitalX,StayInHospitalY,StayInHospitalXY,StayInICUX,StayInICUY,StayInICUXY,RecoveredX,RecoveredY,RecoveredXY,DeadX,DeadY,DeadXY
96.0,8969203.540767457,0.0,1250.3270586173342,0.0,0.0,5182.510299773539,0.0,0.0,2.09985215554357,0.0,0.0,0.1931709296660166,0.0,0.0,24361.233414553004,0.0,0.0,0.095436575593251,0.0
97.0,8967874.539006967,0.0,1302.9119798581075,0.0,0.0,5401.2138855167495,0.0,0.0,2.188466585498126,0.0,0.0,0.2013208895812169,0.0,0.0,25418.84576214867,0.0,0.0,0.09957807633394619,0.0
98.0,8966489.72372916,0.0,1357.6545990034856,0.0,0.0,5628.9561865673995,0.0,0.0,2.2807433267118578,0.0,0.0,0.20980750913292917,0.0,0.0,26521.071040262643,0.0,0.0,0.10389423478333355,0.0
99.0,8965046.811708253,0.0,1414.6387860360583,0.0,0.0,5866.09422119052,0.0,0.0,2.376827036026725,0.0,0.0,0.2186440713365173,0.0,0.0,27669.75142120794,0.0,0.0,0.10839225931424992,0.0
100.0,8963543.431574391,0.0,1473.9512648093817,0.0,0.0,6112.997669465413,0.0,0.0,2.4768675006050214,0.0,0.0,0.2278443289829639,0.0,0.0,28866.80169993551,0.0,0.0,0.1130796421498184,0.0
101.0,8961977.120868066,0.0,1535.6816739134274,0.0,0.0,6370.049194500527,0.0,0.0,2.5810197680793987,0.0,0.0,0.23742251642944262,0.0,0.0,30114.211857110844,0.0,0.0,0.11796416935265451,0.0
102.0,8960345.32303755,0.0,1599.9226252864532,0.0,0.0,6637.644759598967,0.0,0.0,2.6894442750621237,0.0,0.0,0.247393361224672,0.0,0.0,31414.049686017355,0.0,0.0,0.1230539310600382,0.0
103.0,8958645.38438133,0.0,1666.769760120548,0.0,0.0,6916.193939857277,0.0,0.0,2.8023069733988493,0.0,0.0,0.2577720955114772,0.0,0.0,32768.4634823277,0.0,0.0,0.12835733196098778,0.0
104.0,8956874.550939452,0.0,1736.3218015660566,0.0,0.0,7206.1202265254915,0.0,0.0,2.9197794534893617,0.0,0.0,0.268574467143169,0.0,0.0,34179.68479546705,0.0,0.0,0.13388310200989922,0.0
105.0,8955029.965337995,0.0,1808.6806036957732,0.0,0.0,7507.861322290227,0.0,0.0,3.042039063930527,0.0,0.0,0.2798167504440921,0.0,0.0,35650.03123993989,0.0,0.0,0.13964030737002808,0.0
106.0,8953108.663590694,0.0,1883.951196142387,0.0,0.0,7821.86942546514,0.0,0.0,3.1692690266647725,0.0,0.0,0.2915157565380185,0.0,0.0,37181.909364607796,0.0,0.0,0.145638361578547,0.0
107.0,8951107.571863497,0.0,1962.2418237726056,0.0,0.0,8148.611500883683,0.0,0.0,3.301658546740477,0.0,0.0,0.3036888431609437,0.0,0.0,38777.81757748492,0.0,0.0,0.1518870369232453,0.0
108.0,8949023.503207793,0.0,2043.6639807082581,0.0,0.0,8488.569535086624,0.0,0.0,3.4394029157090347,0.0,0.0,0.31635392386723443,0.0,0.0,40440.34912315449,0.0,0.0,0.1583964760190981,0.0
109.0,8946853.154269205,0.0,2128.3324379489272,0.0,0.0,8842.240773182595,0.0,0.0,3.5827036075961423,0.0,0.0,0.32952947653002934,0.0,0.0,42172.195109410764,0.0,0.0,0.16517720357094456,0.0
110.0,8944593.101979459,0.0,2216.3652637916716,0.0,0.0,9210.137934531624,0.0,0.0,3.731768366292489,0.0,0.0,0.3432345510282146,0.0,0.0,43976.147579181365,0.0,0.0,0.17224013830633592,0.0
111.0,8942239.800239777,0.0,2307.8838361816106,0.0,0.0,9592.789404159845,0.0,0.0,3.8868112831113653,0.0,0.0,0.35748877600326706,0.0,0.0,45855.102623192695,0.0,0.0,0.17959660506026912,0.0
112.0,8939789.57660557,0.0,2403.0128460628985,0.0,0.0,9990.739396560233,0.0,0.0,4.048052863157432,0.0,0.0,0.37231236455966477,0.0,0.0,47812.063528197585,0.0,0.0,0.18725834699095875,0.0
113.0,8937238.628982337,0.0,2501.8802907317436,0.0,0.0,10404.548088263384,0.0,0.0,4.21572007904187,0.0,0.0,0.3877261187725489,0.0,0.0,49850.14395488926,0.0,0.0,0.19523753790305612,0.0
114.0,8934583.022345027,0.0,2604.617456123561,0.0,0.0,10834.791715282223,0.0,0.0,4.390046410365108,0.0,0.0,0.4037514328556954,0.0,0.0,51972.571138874235,0.0,0.0,0.2035467946517431,0.0
115.0,8931818.685493214,0.0,2711.358886893869,0.0,0.0,11282.062631237697,0.0,0.0,4.571271867268106,0.0,0.0,0.4204102948318413,0.0,0.0,54182.689107271064,0.0,0.0,0.2121991895979283,0.0
116.0,8928941.40785607,0.0,2822.242343077569,0.0,0.0,11746.969321664017,0.0,0.0,4.759642996228729,0.0,0.0,0.4377252865358361,0.0,0.0,56483.961902628624,0.0,0.0,0.22120826308134306,0.0
117.0,8925946.836362835,0.0,2937.4087420352257,0.0,0.0,12230.13636967115,0.0,0.0,4.95541286614866,0.0,0.0,0.45571958176908584,0.0,0.0,58879.97680493083,0.0,0.0,0.23058803587463556,0.0
118.0,8922830.472395388,0.0,3057.0020843162833,0.0,0.0,12732.204367807512,0.0,0.0,5.158841032642078,0.0,0.0,0.4744169424113208,0.0,0.0,61374.4475414545,0.0,0.0,0.2403530215776367,0.0
119.0,8919587.668840725,0.0,3181.1693619903294,0.0,0.0,13253.829770623684,0.0,0.0,5.370193478297168,0.0,0.0,0.49384171228287754,0.0,0.0,63971.21747318367,0.0,0.0,0.25051823890674496,0.0
120.0,8916213.627264071,0.0,3310.0604479173976,0.0,0.0,13795.684682081213,0.0,0.0,5.589742526538468,0.0,0.0,0.5140188085374814,0.0,0.0,66674.26274534738,0.0,0.0,0.2610992238299187,0.0
121.0,8912703.39522313,0.0,3443.8279643487695,0.0,0.0,14358.456571591203,0.0,0.0,5.817766726571116,0.0,0.0,0.5349737103520709,0.0,0.0,69487.69538844487,0.0,0.0,0.2721120414929784,0.0
122.0,8909051.863747442,0.0,3582.6271291705084,0.0,0.0,14942.847912095871,0.0,0.0,6.054550706738677,0.0,0.0,0.5567324446664726,0.0,0.0,72415.76635483706,0.0,0.0,0.2835732978779006,0.0
123.0,8905253.765007358,0.0,3726.615578024803,0.0,0.0,15549.575733235806,0.0,0.0,6.3003849934750855,0.0,0.0,0.5793215687119567,0.0,0.0,75462.86847463853,0.0,0.0,0.29550015112842215,0.0
124.0,8901303.670199761,0.0,3875.9531604691824,0.0,0.0,16179.371082269805,0.0,0.0,6.55556579288,0.0,0.0,0.6027681490537915,0.0,0.0,78633.53931320416,0.0,0.0,0.3079103224726808,0.0
125.0,8897195.98767907,0.0,4030.801708262851,0.0,0.0,16832.978385042803,0.0,0.0,6.820394731795348,0.0,0.0,0.6270997368592302,0.0,0.0,81932.46391101398,0.0,0.0,0.32082210666666583,0.0
126.0,8892924.961364785,0.0,4191.324773803151,0.0,0.0,17511.154698929004,0.0,0.0,7.095178555112539,0.0,0.0,0.6523443390887756,0.0,0.0,85364.4773851731,0.0,0.0,0.33425438187607764,0.0
127.0,8888484.669458078,0.0,4357.687336675725,0.0,0.0,18214.668849320835,0.0,0.0,7.380228775894603,0.0,0.0,0.6785303852954688,0.0,0.0,88934.56737010041,0.0,0.0,0.3482266189076946,0.0
128.0,8883869.023502728,0.0,4530.055476230091,0.0,0.0,18944.30044089039,0.0,0.0,7.67586127475848,0.0,0.0,0.7056866897044197,0.0,0.0,92647.87627325642,0.0,0.0,0.36275888969460446,0.0
129.0,8879071.767827269,0.0,4708.596008050694,0.0,0.0,19700.838734526114,0.0,0.0,7.982395844831912,0.0,0.0,0.7338424082329751,0.0,0.0,96509.7033199766,0.0,0.0,0.377871874932637,0.0
